user_id,suspicion_score,predicted_label,true_label
931,0.230459,genuine,genuine
932,0.222568,genuine,genuine
933,0.206684,genuine,genuine
934,0.210831,genuine,genuine
935,0.231597,genuine,genuine
936,0.217186,genuine,genuine
937,0.237796,genuine,genuine
938,0.20331,genuine,genuine
939,0.284974,genuine,genuine
940,0.200227,genuine,genuine
941,0.316118,genuine,genuine
942,0.251768,genuine,genuine
943,0.212761,genuine,genuine
944,0.835562,suspicious,suspicious
945,0.821687,suspicious,suspicious
946,0.841747,suspicious,suspicious
947,0.82614,suspicious,suspicious
948,0.825004,suspicious,suspicious
949,0.838355,suspicious,suspicious
950,0.830898,suspicious,suspicious
951,0.823576,suspicious,suspicious
952,0.819712,suspicious,suspicious
953,0.834779,suspicious,suspicious
954,0.83669,suspicious,suspicious
955,0.821151,suspicious,suspicious
956,0.833587,suspicious,suspicious
957,0.832021,suspicious,suspicious
958,0.82781,suspicious,suspicious
959,0.832044,suspicious,suspicious
960,0.832238,suspicious,suspicious
961,0.819118,suspicious,suspicious
962,0.834053,suspicious,suspicious
963,0.823703,suspicious,suspicious
964,0.839547,suspicious,suspicious
965,0.830433,suspicious,suspicious
966,0.833762,suspicious,suspicious
967,0.830079,suspicious,suspicious
968,0.817272,suspicious,suspicious
969,0.839999,suspicious,suspicious
970,0.823017,suspicious,suspicious
971,0.829149,suspicious,suspicious
972,0.826829,suspicious,suspicious
973,0.831084,suspicious,suspicious
974,0.834069,suspicious,suspicious
975,0.82987,suspicious,suspicious
976,0.827686,suspicious,suspicious
977,0.832983,suspicious,suspicious
978,0.830512,suspicious,suspicious
979,0.823295,suspicious,suspicious
980,0.831194,suspicious,suspicious
981,0.837218,suspicious,suspicious
982,0.832437,suspicious,suspicious
983,0.827928,suspicious,suspicious
984,0.836449,suspicious,suspicious
985,0.836702,suspicious,suspicious
986,0.842585,suspicious,suspicious
987,0.83269,suspicious,suspicious
988,0.835928,suspicious,suspicious
989,0.821887,suspicious,suspicious
990,0.825741,suspicious,suspicious
